id,movie_id,info_type_id
12628318,934237,16
10527043,1350094,7
10115898,2159847,6
14094799,2122284,16
9378176,1904924,1
10095372,2098936,6
2974058,399166,2
6972809,2494526,3
1278933,2078931,107
13556604,1754875,16
6390216,2140127,3
957935,1815442,17
10281898,168242,7
11693377,31527,16
10164799,2299809,6
12560554,852037,16
11061766,2046541,7
13385415,1631996,16
8012675,2200003,4
1553119,1133348,105
9164769,1373137,1
2837935,2443541,5
11719922,55881,16
7417189,1417892,4
7542064,1706609,4
6440128,2173824,3
13367616,1614350,16
11745572,79900,16
11285171,2252075,7
2043143,2524744,94
11102169,2077037,7
2120011,858467,98
1009070,1996973,17
614199,1981512,15
5763799,1729962,3
4305053,636101,8
8313804,2520105,4
1075232,2259581,17
13464273,1689664,16
1420517,2260390,110
1442321,2212432,106
12111059,425075,16
1928670,819156,94
9562449,2187274,1
7442799,1514175,4
14213316,2208276,16
7559286,1724378,4
14163379,2171680,16
1007239,1990871,17
14801664,2341535,9
1504298,1096898,103
6735746,2358150,3
1645675,1971266,106
13597153,1782931,16
14827765,2465438,9
13641054,1813137,16
223699,55427,15
8315463,2521812,4
5145241,2201934,8
11830639,164506,16
1807816,1919568,46
12093167,407340,16
9734011,2451424,1
6172918,1992610,3
7583177,1749461,4
1688590,1248152,105
10290721,201153,7
5772243,1735263,3
2935082,247168,2
6848585,2417595,3
6060100,1921658,3
13413546,1652422,16
11751547,85671,16
5727441,1716551,3
6638944,2300023,3
8396021,573873,18
6795039,2389020,3
10581804,1557340,7
5339500,2386128,8
11920295,243688,16
934696,1740357,17
8534801,1588173,18
8102872,2294799,4
7108723,337525,4
8839486,2252128,18
6070731,1927879,3
3163103,1124862,2
3030169,623784,2
1459142,2371528,104
440600,1340088,15
13308609,1556635,16
10029789,1928892,6
13502609,1717620,16
8413745,725071,18
14420686,2350627,16
6841204,2413687,3
14015309,2068195,16
14086908,2116780,16
1464048,1886800,110
6101429,1946807,3
7188700,642619,4
5322226,2369625,8
6119300,1957945,3
1044713,2148798,17
14518513,2405828,16
8881111,2340631,18
322803,617554,15
9239997,1696626,1
5471859,2512046,8
7665609,1836341,4
12013081,332863,16
14429126,2355484,16
9034664,390205,1
4304076,631824,8
838328,506550,17
7163352,563225,4
7026608,29079,4
14022820,2073205,16
3291854,1547467,2
5777726,1738525,3
1138256,2400871,17
9351458,1865425,1
14405559,2341237,16
10556086,1418848,7
1880125,2246270,42
1838540,2076341,63
3271489,1453028,2
3201670,1285974,2
12617778,905713,16
6469222,2191809,3
5819881,1763750,3
7605217,1772465,4
7233703,805357,4
11781570,115684,16
6898678,2446319,3
5299579,2347997,8
1575071,2521126,107
12311341,614407,16
7866829,2047013,4
12841997,1115893,16
3527519,1858067,2
44898,1169118,13
7061908,166915,4
9276386,1754136,1
3631942,1969378,2
5122169,2180287,8
3305546,1595496,2
14612323,2466397,16
9026501,332011,1
14511454,2401775,16
7445588,1530624,4
12764182,1043914,16
5786276,1743874,3
9476217,2056820,1
12322246,623315,16
1167336,2474347,17
2536481,1797249,5
3462676,1790442,2
585230,1907252,15
9090466,840673,1
5429159,2471621,8
14316438,2281833,16
12749685,1029855,16
12505744,800784,16
8388793,526674,18
12815207,1092149,16
9268741,1742190,1
11830877,164748,16
5073043,2133765,8
12925283,1197125,16
11009819,2003183,7
2802523,2382533,5
8897057,2366544,18
8553207,1662522,18
3271412,1452525,2
11795292,127889,16
12838725,1112390,16
11807662,141579,16
238971,138712,15
6938742,2472662,3
6702036,2339301,3
2150321,1218677,98
13186185,1433867,16
10425412,939750,7
2161254,1340712,98
447318,1374677,15
8899898,2371262,18
5158986,2215124,8
244625,165247,15
5504803,221027,3
8704666,1963604,18
6811833,2398206,3
12751078,1031389,16
4847022,1921511,8
7304064,1062809,4
1270921,2104125,107
13917244,2005067,16
4522012,1540939,8
7888315,2070259,4
5742795,1716237,3
12873226,1145796,16
9449974,2016973,1
4144699,2507804,2
8313453,2519719,4
6936693,2471440,3
5946911,1848443,3
7454944,1566883,4
3517965,1848576,2
10739859,1760298,7
3498539,1828238,2
5119407,2177686,8
793888,2455451,15
9800968,229908,6
13126311,1378141,16
9885384,1276046,6
6650566,2307079,3
7954444,2138871,4
13492221,1710385,16
1206850,1796050,107
14374966,2320608,16
8338241,156519,18
3244701,1382894,2
14317810,2282717,16
12755996,1036391,16
6500217,2211276,3
3782945,2128453,2
3096620,864693,2
3755480,2098949,2
8805336,2180177,18
6858401,2422623,3
5241945,2293521,8
4232299,302642,8
14253627,2238441,16
7918651,2101133,4
13792567,1921336,16
1870206,2209887,81
9746292,2470540,1
14521483,2407662,16
1283079,2113021,107
13536082,1741572,16
2179696,1558618,98
9217096,1660050,1
547298,1785651,15
6715376,2347302,3
6989433,2503983,3
12788028,1065896,16
9266836,1739398,1
2627075,1999487,5
6999428,2511048,3
12966285,1234462,16
10257846,8404,7
11620853,2493128,7
11513025,2411335,7
1011627,2006180,17
1532601,1751416,110
3279120,1486572,2
795188,2464062,15
7961366,2145425,4
3528415,1859119,2
6612870,2284123,3
6867904,2427663,3
6800835,2392440,3
10560903,1429038,7
4834416,1909512,8
6066520,1925297,3
4977041,2043685,8
14704087,1639191,9
13669681,1833944,16
10306565,308154,7
13154074,1404412,16
9139910,1227558,1
10669481,1692855,7
12493204,788444,16
3011323,567980,2
3516792,1847297,2
9489929,2077474,1
12352083,650832,16
1733497,1197283,81
12758738,1039246,16
12298934,602675,16
12531209,823340,16
8729779,2018092,18
11067232,2049815,7
3840609,2189402,2
12850753,1124547,16
9850012,849536,6
11989582,309960,16
2877530,21637,2
8451927,1029475,18
10960061,1961545,7
10355724,580081,7
12393763,693131,16
5827944,1769095,3
9781843,2524394,1
8175729,2371279,4
10902089,1914724,7
9537762,2150971,1
8992849,119664,1
4145716,2509125,2
4539866,1614483,8
7156043,535200,4
10284159,173695,7
1488775,1999479,107
11508055,2408982,7
2879472,24845,2
7125594,398407,4
10956650,1959189,7
8647945,1849551,18
9729109,2443968,1
14078854,2111145,16
5009309,2073649,8
12252964,558907,16
10159618,2285084,6
571883,1874670,15
8643163,1840319,18
12162563,476206,16
11546553,2427519,7
14776063,2176253,9
8308193,2514426,4
3348766,1670113,2
13735356,1881841,16
971949,1908134,17
14118528,2138388,16
6769788,2375963,3
11487478,2398395,7
9735885,2454259,1
854977,842349,17
5562060,977594,3
155403,2323751,13
5078331,2138825,8
4516119,1516214,8
10883372,1897511,7
2821567,2412346,5
2152163,1262061,98
8944046,2448726,18
9747641,2472536,1
12602230,891123,16
9391252,1925427,1
13032197,1290544,16
8643618,1841318,18
13033730,1292263,16
3502586,1832267,2
7303937,1062628,4
5844494,1779740,3
5273935,2324119,8
6187216,2002484,3
14270541,2249275,16
9736383,2455254,1
10985956,1980477,7
6395671,2143769,3
9402910,1942965,1
2353274,2390909,98
257947,221174,15
8518153,1444137,18
9929236,1644948,6
1470363,1816866,105
9758035,2487857,1
9268514,1741815,1
2198278,1694849,98
1995221,2159847,94
5126422,2184345,8
7495183,1658888,4
7837086,2015842,4
3650781,1987605,2
11716884,53141,16
10694712,1718113,7
466834,1436908,15
13502074,1717290,16
3550070,1882301,2
3501336,1832137,2
134246,2192810,13
8412538,717901,18
1011703,2006433,17
11239098,2206893,7
11563117,2440206,7
11365184,2328429,7
11273760,2243171,7
1201515,1905042,109
14476670,2382052,16
12652666,929388,16
672815,2200271,15
1778382,1793256,81
584501,1904674,15
1587759,1807456,107
8783431,2131798,18
4339907,776594,8
1831942,2020493,76
2654275,2066231,5
3104592,901201,2
6747899,2364410,3
10435798,1012497,7
4748582,1828692,8
12328823,630497,16
10890937,1903727,7
5323563,2370900,8
12635338,912759,16
1255168,1743390,106
10617875,1652372,7
1972380,1983439,94
2595951,1930998,5
5407908,2451241,8
6466285,2189908,3
9813345,391296,6
12927788,1198322,16
319919,615694,15
7337837,1196756,4
1534472,2356587,103
13989330,2052691,16
7892146,2074282,4
6427469,2166251,3
12523979,817673,16
12318806,620114,16
10975805,1974593,7
1444373,2285028,106
2308889,2216603,98
3917306,2270896,2
10612814,1649444,7
12064206,381268,16
13355140,1598797,16
221348,42577,15
2289178,2125086,98
14039520,2084796,16
9155799,1326752,1
1910432,2421049,40
3118667,942246,2
6939662,2473215,3
14265354,2246226,16
7617269,1785371,4
1612497,1719127,105
13074037,1329745,16
13137491,1389162,16
10923263,1934741,7
2422667,793548,5
4368226,905102,8
6575946,2259206,3
5063836,2124780,8
8991497,102494,1
126188,2122822,13
3683186,2022479,2
3228221,1336280,2
10784793,1801603,7
13271603,1519595,16
11205132,2176200,7
9480875,2064319,1
5831310,1771380,3
7060961,165096,4
3898407,2250908,2
8080928,2271790,4
7407730,1387989,4
10904831,1917272,7
2130153,977538,98
11543609,2426302,7
10807693,1823150,7
3897696,2250166,2
4148005,2511785,2
4876360,1949381,8
1647038,1741638,107
9199118,1624544,1
3330459,1651627,2
415859,1199776,15
13270425,1518437,16
4968583,2044533,8
11652462,2519319,7
10563661,1439065,7
56107,1497067,13
373354,1006995,15
8186363,2382988,4
8439088,905771,18
4756963,1836175,8
13101463,1355496,16
2235638,1869966,98
8646153,1846301,18
2196187,1684895,98
9080061,757485,1
4484006,1382925,8
5919885,1832151,3
6213934,2020849,3
7625429,1794029,4
113107,1993907,13
8159939,2354409,4
96230,1890580,13
11845166,176742,16
7162506,559831,4
7692389,1864531,4
5634126,1647493,3
12262940,569092,16
13689317,1847745,16
4852895,1927059,8
8678434,1907873,18
7933529,2116424,4
8872777,2322196,18
12913673,1185862,16
9918243,1493485,6
3963045,2319202,2
12852316,1125973,16
12143103,457943,16
9668033,2348484,1
13288099,1535611,16
1486171,2156269,105
4285109,563380,8
8740811,2043254,18
14149373,2160918,16
14409388,2343748,16
3197235,1273952,2
6605238,2278996,3
6863271,2425302,3
13142591,1393649,16
6795154,2389206,3
11448027,2378238,7
13557059,1755214,16
13636109,1810388,16
5493009,78092,3
2076469,275438,98
8464756,1144828,18
1382493,1978141,103
8249719,2452312,4
14088998,2118058,16
13884321,1981921,16
4308575,645969,8
1646130,2230505,104
4862131,1935697,8
4026993,2384907,2
11400024,2354902,7
9388803,1921784,1
10409310,856790,7
8367349,364906,18
10445421,1067727,7
2072434,212193,98
5356496,2402389,8
7021491,2773,4
11512996,2411500,7
6381410,2134851,3
10688382,1711635,7
7732005,1906802,4
2513915,1749149,5
11906085,229346,16
5724109,1703887,3
5950110,1850648,3
6541247,2238145,3
9347143,1859303,1
11869985,295727,16
3313543,1633926,2
12240506,549021,16
7242329,831759,4
4960879,2029581,8
11728738,63820,16
12711442,991732,16
10759905,1778836,7
9949640,1697260,6
10851642,1867979,7
22054,175385,13
245539,171924,15
11024648,2020280,7
4252388,398092,8
4077173,2436335,2
2802085,2381817,5
2717126,2217731,5
11707555,44022,16
3125956,980400,2
12531557,823605,16
7643755,1812857,4
739957,2362378,15
10617753,1652306,7
13800381,1926466,16
7268539,923944,4
244088,162892,15
9618136,2272864,1
2397010,230991,5
10278197,148181,7
8516765,1438910,18
3985074,2341964,2
6880774,2434851,3
2054112,2369196,97
12450703,751015,16
12884537,1156946,16
8789208,2143465,18
12235394,543990,16
9283930,1764833,1
1019522,2051079,17
11049970,2039218,7
14661091,2501590,16
425641,1270873,15
597470,1934841,15
14066641,2102976,16
8418298,769333,18
1626769,1787616,106
2242708,1899811,98
6810118,2397330,3
12036653,354635,16
12788751,1066322,16
10768270,1786451,7
9639665,2305383,1
11554193,2432518,7
997450,1955139,17
2936857,252731,2
4641582,1727344,8
11125903,2098228,7
2255309,1954998,98
7916956,2099400,4
3579900,1913540,2
10590772,1590888,7
11457592,2383111,7
7734160,1909022,4
8079179,2269954,4
13486731,1706364,16
6269932,2062965,3
6935501,2470497,3
522353,1720294,15
5653211,1658446,3
3061497,750163,2
11776533,110585,16
716990,2315446,15
9693587,2388566,1
13707811,1861691,16
525502,1729917,15
9624974,2283764,1
8687087,1926482,18
2259636,1973528,98
14134003,2150092,16
8745150,2052880,18
7599628,1766588,4
10084593,2068259,6
7676777,1848217,4
7211281,729746,4
9402170,1941883,1
61920,1654218,13
13822547,1940813,16
192465,2479546,13
9927206,1636123,6
5348506,2394804,8
5012928,2077047,8
146838,2279718,13
2181592,1584973,98
4427270,1160281,8
6073249,1929310,3
7767340,1943371,4
6020171,1895820,3
8611105,1778576,18
7926621,2109364,4
13567570,1762257,16
9493492,2082883,1
833203,391648,17
2916491,180631,2
11272551,2242078,7
4773176,1851590,8
6333840,2103849,3
6384077,2136403,3
3696215,2044585,2
9383402,1913331,1
149838,2296397,13
14289056,2262161,16
11939382,263340,16
6038172,1906854,3
14502183,2396358,16
6980399,2498803,3
5345804,2392192,8
13442750,1674516,16
9910823,1427159,6
4557966,1648285,8
4279542,542124,8
10970138,1970552,7
1832010,2020503,45
5096163,2155522,8
1951275,1793731,94
9700406,2399476,1
8511073,1407696,18
6580537,2262470,3
3452117,1779176,2
4781976,1859510,8
458656,1417971,15
8998511,158665,1
11107143,2081113,7
5256053,2307028,8
12262775,568951,16
12863305,1135903,16
9620532,2275940,1
1104034,2343092,17
10215600,2415863,6
12863792,1136193,16
725551,2338942,15
13086116,1340706,16
11457519,2383079,7
2434272,1037250,5
338887,769271,15
11037484,2032561,7
2563197,1856867,5
12863506,1136485,16
591603,1922739,15
13868740,1972309,16
7363798,1291185,4
8299289,2504944,4
13971933,2041623,16
14403051,2339430,16
8537530,1626331,18
5008186,2072503,8
6345464,2111472,3
11584947,2459728,7
12784037,1061890,16
13783337,1914926,16
6181939,1998946,3
13503230,1717896,16
3287531,1552390,2
7271711,927420,4
12051362,368982,16
4789403,1866779,8
16451,2418463,11
2880128,117304,2
8257235,2460329,4
10428205,960689,7
6344060,2110524,3
3021761,599496,2
12148613,462908,16
5388879,2433193,8
3086919,829304,2
8094937,2286417,4
6298070,2081451,3
8044627,2233963,4
1669644,878289,103
4945872,2015295,8
4166091,21957,8
10617081,1651881,7
3385585,1709441,2
12068680,386160,16
10304601,304336,7
13298218,1545767,16
8845396,2264946,18
8188853,2385685,4
10781405,1798607,7
1207113,2177273,107
14620290,2472680,16
7894115,2076335,4
14598590,2457033,16
5432788,2474873,8
10247567,2498418,6
7482762,1643659,4
3333822,1655296,2
6739961,2360330,3
12475414,772271,16
9509444,2107135,1
14401436,2338495,16
6163450,1986712,3
12561711,853221,16
8939060,2437400,18
9483663,2068293,1
9528138,2135859,1
2154330,1278916,98
13861605,1968831,16
12839291,1112966,16
2173082,1467051,98
8995069,132768,1
9326891,1830369,1
2086025,370975,98
4806023,1882419,8
380276,1055302,15
8037773,2226846,4
13219916,1465236,16
11161763,2132766,7
10284207,173762,7
14818907,2413621,9
9678563,2364804,1
8485960,1274877,18
11030886,2026874,7
14124436,2163721,16
1033384,2108085,17
9878910,1208809,6
11536878,2422749,7
10964383,1965554,7
5565816,1029191,3
5992638,1879238,3
8770812,2104912,18
11749530,83547,16
2532318,1788411,5
12269009,574927,16
2139396,1095379,98
1368956,1880336,107
1099499,2434870,17
223706,55731,15
3702455,2042626,2
10649846,1675112,7
6968907,2492246,3
121102,2081179,13
5164280,2220123,8
8509606,1401519,18
1033397,2108098,17
7117471,372027,4
990234,1934802,17
3317999,1638507,2
6859076,2422989,3
13923180,2008975,16
11329474,2294366,7
10010205,1871743,6
6016257,1893454,3
6216710,2022784,3
5616864,1636813,3
9414658,1961684,1
2457508,1488000,5
3612818,1947992,2
8312457,2518751,4
11442729,2375821,7
4508987,1477112,8
10148897,2254458,6
10102311,2119152,6
13559130,1756518,16
12443046,742356,16
5122405,2180514,8
4362055,872973,8
5145196,2201881,8
2139277,1094206,98
7634478,1803123,4
8604893,1765722,18
2449543,1339453,5
5150915,2207361,8
5049357,2110838,8
2010767,2305171,94
1270720,2086055,107
9366786,1887994,1
209882,2248101,12
9357496,1873910,1
4706421,1788729,8
2259765,1974380,98
12406855,706344,16
13073174,1328960,16
14348034,2302748,16
7023453,10543,4
