title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,<,2001,mi.info_type_id,<,98#1897688
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,<,1992#3906108
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2005,ci.person_id,>,1410784,ci.role_id,>,2#6195708
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,<,4#3624977
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,2008,mi.info_type_id,=,18#151866
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,<,7#5884963
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,=,6#773674
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,2010#450268
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,ci.person_id,<,2178748#8973631
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,18#660923
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,=,1888431#3
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,=,8#1703543
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,15#598457
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,1963#8343144
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2009,ci.person_id,<,2775391,ci.role_id,=,3#1371273
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2005#18472088
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,t.production_year,=,2002#194022
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,2,t.production_year,=,2011,mi.info_type_id,<,6#202886
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,<,2007#4484652
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,<,2009,mi.info_type_id,<,7#898244
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2009#11658103
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,2761456,ci.role_id,=,2#7451973
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,>,2010#1009670
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1#10396795
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1947,mi.info_type_id,=,4#109540
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,4,t.production_year,<,2004,mi.info_type_id,>,16#229956
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,<,2008,ci.person_id,>,281590#9671553
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,<,2011#12679180
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1987,mi.info_type_id,<,16#83720
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,=,2332591,ci.role_id,<,3#15
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,4,mi.info_type_id,>,6#5645161
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,1973,mi.info_type_id,>,2#53530
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,16#3036719
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1913,mi.info_type_id,>,18#1312
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,1995#2389063
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,>,1974#5331608
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,1998#5401723
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,<,3#2091068
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,>,18#1204709
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,<,2009,mi.info_type_id,<,8#4617760
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,2009#486725
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,t.production_year,<,1966,ci.person_id,<,1877589,ci.role_id,<,2#1066467
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,<,16#9565151
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2011,ci.person_id,=,1896629#5
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,1994#25133170
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,1933#31665
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,<,1993,mi.info_type_id,=,7#790899
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,t.production_year,>,2010#1664831
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,2005#4922359
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2001,ci.person_id,<,1156342,ci.role_id,<,4#4294052
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,=,1#12670688
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,4#1298989
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,1897243#17238282
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2010#12345460
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,mi.info_type_id,>,3#7782788
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,<,2011#17220707
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1908#173768
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,t.production_year,=,2004,ci.person_id,>,2628772,ci.role_id,=,8#7742
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,1952#8817877
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,ci.role_id,=,1#3811955
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,<,8#28808107
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,3#4961386
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,1963#138536
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,2#769577
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,=,2008#318664
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,518012#5369411
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,1962,ci.person_id,<,124480,ci.role_id,<,2#4079
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,>,7#7548855
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2000,ci.role_id,<,2#5638819
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,1996#5723809
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2001#20487529
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,2008,mi.info_type_id,=,16#495317
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,>,2#16121683
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7#14824459
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,<,2009,mi.info_type_id,<,16#1643498
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,<,1994,ci.person_id,>,366570#4019457
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,>,1998,ci.person_id,<,3360563,ci.role_id,>,1#4573691
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,3,ci.person_id,=,788173,ci.role_id,>,3#141
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,1981#6168565
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2005#15981237
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,1929,mi.info_type_id,<,16#8457846
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,1992,mi.info_type_id,>,50#101726
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,=,1896#1248
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2008,ci.person_id,=,954884,ci.role_id,<,2#39
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7#3963336
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,=,1999#92156
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,>,2005,ci.person_id,>,2778781#1576116
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,=,2011#333654
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,ci.person_id,<,454162,ci.role_id,>,7#225112
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,1150927,ci.role_id,<,4#9357864
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,>,2010#3833227
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,=,1937#39888
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1999,mi.info_type_id,<,7#104411
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,461319#31489934
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,2013,ci.person_id,>,3368701#108933
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,1966,ci.person_id,<,1915476,ci.role_id,=,8#659356
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,118585,ci.role_id,>,2#317452
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,1098953,ci.role_id,=,1#8067523
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2011,ci.role_id,<,10#2903521
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,>,1972#19552879
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,2006,mi.info_type_id,>,15#247129
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,3,t.production_year,<,2009#3836750
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,>,6#8950757
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,2792621#9043612
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,ci.person_id,>,431829,ci.role_id,>,1#8870347
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1986#123169
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2012#13794786
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,ci.person_id,<,3480340,ci.role_id,=,1#3811955
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,>,1996#15501864
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,2005,mi.info_type_id,<,2#27421
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,3,t.production_year,<,2001,ci.person_id,<,1451306,ci.role_id,=,1#2501321
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,2010,mi.info_type_id,=,4#64330
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,=,1960#40992
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,3,mi.info_type_id,=,4#101226
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,ci.role_id,>,2#9587554
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,1977312#16522050
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,1#802140
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2011,ci.person_id,>,396456#3106698
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,t.production_year,=,1988#95143
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,mi.info_type_id,>,16#370692
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2011#29899887
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,4,t.production_year,>,1929,mi.info_type_id,<,2#74111
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1993#165029
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,1977,mi.info_type_id,>,16#10951
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,2011#533304
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,2013#22981
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,17#368218
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,338161,ci.role_id,=,3#3734364
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,2005,mi.info_type_id,=,6#6923
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,=,1974,ci.person_id,>,686026,ci.role_id,>,1#46823
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,>,2010#2102003
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,=,2000#128275
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,4,ci.person_id,>,2905994,ci.role_id,>,1#2888929
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,106#109034
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,>,1980,ci.role_id,=,1#7452696
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,=,2003#602119
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,<,1980#2681627
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,=,1979,mi.info_type_id,>,4#32316
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,<,2#12670688
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,1966#166503
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,381302,ci.role_id,=,2#1152
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,<,1955#2105816
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,<,15#8966694
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,=,2001#331057
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,2005#522217
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1956,mi.info_type_id,=,3#4404
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,=,2008#187492
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,<,1983,mi.info_type_id,<,16#2807738
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,2012,mi.info_type_id,>,15#276864
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,<,1992,mi.info_type_id,>,15#496618
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2009,mi.info_type_id,=,6#430412
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,4#21630454
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2012#986696
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,3,t.production_year,=,1999#20533
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,=,2009#359770
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,<,1969#599328
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,=,1964,ci.role_id,>,1#40648
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,>,1990,mi.info_type_id,>,16#219596
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,8#1325361
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,=,1997,mi.info_type_id,>,16#5775
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,<,1981#3817231
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,1932,ci.person_id,<,48740#419357
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,t.production_year,=,2006,mi.info_type_id,>,16#14923
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,=,1918#39378
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,1963,mi.info_type_id,=,6#251000
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2000,ci.person_id,>,214193,ci.role_id,=,4#1073966
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,<,2008,ci.person_id,=,3048486,ci.role_id,>,2#1
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,>,2005#10621611
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,2012#511682
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,3653467,ci.role_id,=,11#177008
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,3565639,ci.role_id,<,10#31605208
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2008#10427342
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,mi.info_type_id,<,16#5671540
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1993#5982172
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,3#1533909
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,2232068#14304893
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2006,ci.person_id,<,3332550#12444018
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,>,2004,ci.person_id,=,2409943#15
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,>,2007,mi.info_type_id,=,8#152689
title t,cast_info ci#t.id=ci.movie_id#ci.role_id,=,2#7451973
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,>,8#6223494
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,>,1910,ci.role_id,>,2#6473314
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1975,mi.info_type_id,>,7#1447754
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,ci.person_id,>,967469,ci.role_id,=,10#2653715
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,2011,ci.person_id,>,2530638,ci.role_id,<,4#304717
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,=,1689677,ci.role_id,<,3#1
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,0#35835117
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,=,2010,mi.info_type_id,>,15#149350
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,<,1997,ci.person_id,>,2675427,ci.role_id,<,10#845278
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,3,t.production_year,<,2012,ci.person_id,<,2256845,ci.role_id,>,1#5478581
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,6,t.production_year,<,1999,mi.info_type_id,<,2#270042
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,>,2009,mi.info_type_id,>,104#70903
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,=,2009#1714046
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,>,2006,ci.person_id,<,778452,ci.role_id,=,2#436
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2007,ci.role_id,>,3#6793485
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,1987#9500454
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1998,mi.info_type_id,<,15#4635366
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,6#3963336
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,ci.person_id,<,1449626,ci.role_id,=,2#1053
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,7,mi.info_type_id,>,13#2246428
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,>,2008#7709740
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,3550524#2650911
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,2#1288928
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,2006#4351816
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,3,mi.info_type_id,>,2#643899
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,1,t.production_year,<,2010,mi.info_type_id,>,2#6055369
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1973#3745665
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,4,t.production_year,>,2011#47884
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,<,2011,ci.person_id,<,304287#1515051
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,=,4,mi.info_type_id,<,16#704791
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,<,2419313,ci.role_id,<,6#21165069
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,=,794006,ci.role_id,<,2#33
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2001#7786574
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,2011,mi.info_type_id,<,106#12771310
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,>,4#9911754
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,4,t.production_year,>,2007#3719296
title t,movie_info mi#t.id=mi.movie_id#t.production_year,<,1991#5686690
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,1,ci.person_id,>,254557,ci.role_id,>,4#2922079
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,<,2000,mi.info_type_id,=,1#177368
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,2228904#14333589
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,4,t.production_year,>,2012#222049
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,<,7,t.production_year,<,2004,ci.person_id,>,732279,ci.role_id,<,2#1967755
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,>,1684605#19200742
title t,movie_info mi#t.id=mi.movie_id#t.production_year,>,2006,mi.info_type_id,>,2#3700996
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,=,7,t.production_year,=,2012,ci.person_id,>,1485562,ci.role_id,<,2#67859
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,4,t.production_year,=,2004#132664
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,<,7,t.production_year,>,2008,mi.info_type_id,=,7#102370
title t,cast_info ci#t.id=ci.movie_id#t.kind_id,>,1,t.production_year,>,2007,ci.person_id,<,540892,ci.role_id,<,10#1185602
title t,cast_info ci#t.id=ci.movie_id#t.production_year,=,2004#1178423
title t,movie_info mi#t.id=mi.movie_id#t.production_year,=,1938#38080
title t,movie_info mi#t.id=mi.movie_id#mi.info_type_id,=,12#16086
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2000,ci.person_id,>,41607#21130797
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,=,1995#115781
title t,cast_info ci#t.id=ci.movie_id#ci.person_id,=,3203155,ci.role_id,>,2#425
title t,movie_info mi#t.id=mi.movie_id#t.kind_id,>,1,t.production_year,<,2012#6121858
title t,cast_info ci#t.id=ci.movie_id#t.production_year,<,2002,ci.person_id,<,366098,ci.role_id,=,6#29374
title t,cast_info ci#t.id=ci.movie_id#t.production_year,>,2006,ci.role_id,>,8#2775041
